지역코드,월,전용면적,층,거래금액_B,연도1,건축년도1,법정동2,아파트2
11440,8,98.91,6,1,55,12,28,37
45111,5,84.96,9,0,58,36,28,30
41117,2,59.5761,10,1,58,56,51,30
28237,2,59.56,2,1,63,36,75,26
11740,5,59.64,16,1,55,40,28,28
48310,9,125.2092,5,0,60,46,28,25
36110,11,84.941,22,1,59,54,28,37
31710,1,59.95,8,0,56,38,28,30
45710,8,84.9206,8,0,58,49,28,24
50110,1,101.863,9,1,58,52,28,30
30170,8,78.55,3,0,60,32,28,30
28245,1,41.37,2,0,60,29,28,31
48220,11,59.9772,13,0,62,56,28,25
11650,8,150.44,2,1,56,18,66,37
41590,6,117.5061,9,1,57,48,34,36
29200,7,59.8832,18,1,60,52,28,28
27260,3,50.175,2,0,56,29,173,31
41190,7,55.98,2,0,60,26,28,30
41450,6,84.97,20,1,60,54,28,25
11620,6,59.85,7,1,60,43,74,19
44131,10,116.5367,5,1,55,50,28,30
26410,10,132.3946,19,1,55,50,20,19
43130,3,59.8977,2,0,60,57,28,33
11380,11,63.53,5,1,56,27,28,24
41461,8,120.8,2,1,56,53,28,30
41281,2,59.56,10,0,60,37,192,37
45140,3,49.8,14,0,60,38,126,26
45111,7,59.22,3,0,57,26,91,19
30200,12,84.9823,13,1,56,54,73,26
41115,9,59.76,11,1,62,39,198,20
26290,1,120.64,38,1,56,46,28,28
11530,11,59.89,12,1,57,49,28,19
41135,3,133.82,10,1,61,32,28,30
42230,12,56.97,15,0,59,38,28,28
43113,5,84.9418,20,1,60,58,28,33
42150,4,59.135,12,0,60,35,28,30
11140,11,55.8,3,1,62,10,28,19
41220,8,26.11,15,0,62,56,28,28
41570,7,59.946,11,0,56,35,28,22
11650,12,52.26,11,1,57,23,28,28
41390,4,59.91,17,0,55,41,28,28
27290,4,84.99,13,1,62,37,28,28
41250,2,59.8404,3,0,59,44,28,26
41171,7,57.005,6,0,57,27,118,31
41370,7,84.84,11,1,57,53,28,28
41360,4,84.965,22,1,60,60,36,22
47190,4,84.889,13,0,63,49,28,25
11350,12,107.95,10,1,57,33,28,28
43130,6,51.75,12,0,62,38,28,30
27170,5,105.2328,9,1,56,49,28,36
42760,5,26.795,4,0,62,38,28,22
42110,12,147.47,2,0,59,46,28,24
30110,1,84.9905,16,1,55,47,28,30
41463,4,84.994,11,0,60,37,28,22
46830,9,49.98,12,0,60,42,28,28
11350,4,84.65,5,1,61,40,13,33
41220,5,46.84,6,0,59,33,28,28
28185,5,59.59,18,1,57,35,124,30
28237,3,39.48,9,0,61,29,75,21
41570,5,114.192,7,1,58,41,157,33
41190,1,84.67,10,1,55,51,28,26
11260,1,84.97,9,1,58,36,110,31
46890,1,52.43,8,0,60,36,28,37
43113,11,22.68,12,0,56,31,72,22
41117,9,84.94,4,1,57,53,28,24
41117,10,84.51,12,1,58,42,53,31
26470,10,84.99,19,1,59,39,123,30
44825,7,49.85,11,0,60,40,28,31
48330,10,59.97,8,0,60,39,41,26
45111,2,84.98,3,0,60,54,91,30
31200,3,59.61,4,0,59,33,116,28
46150,1,76.29,5,0,55,32,125,22
41117,2,49.68,5,0,60,28,53,28
42210,5,59.76,5,0,59,41,165,28
47850,3,59.955,4,0,58,35,28,25
41173,1,46.95,3,0,60,24,193,28
41450,2,84.67,1,1,58,56,28,25
47113,3,74.9861,18,1,63,60,159,31
41171,5,59.31,7,0,57,36,28,19
42130,3,32.67,6,0,62,39,28,19
28237,9,49.94,2,0,57,32,28,31
44133,9,117.5025,14,1,60,44,79,37
47290,10,84.9751,16,0,58,43,82,26
41360,3,121.7573,1,1,55,45,195,37
41287,7,59.4,4,0,60,34,153,37
27260,8,84.99,1,1,55,31,173,26
46150,8,59.66,15,0,55,35,164,19
29170,9,59.36,14,0,62,38,28,37
41463,10,84.9184,11,1,59,39,28,30
11170,11,58.2,17,1,55,35,28,30
42150,4,39.51,11,0,60,40,28,19
47190,3,84.924,1,1,63,50,130,19
41281,6,103.92,5,1,60,36,199,30
43150,1,58.74,8,0,56,35,28,31
11350,9,44.52,9,1,60,32,146,31
48330,5,83.654,7,0,57,52,28,28
48123,11,49.98,19,0,60,34,93,28
26380,5,57.9,5,0,55,29,28,28
28245,9,84.86,5,0,55,37,28,22
26290,2,84.92,15,0,63,34,140,26
28245,2,49.94,1,0,56,30,8,31
27290,8,84.93,11,0,57,38,43,25
43111,9,59.987,14,0,59,43,138,31
11500,8,114.98,17,1,59,48,196,30
42130,9,84.9593,10,1,59,55,28,37
43112,3,59.99,14,0,61,37,78,26
46150,9,72.136,20,1,59,53,28,31
41630,9,84.832,3,0,55,44,28,30
11215,5,64.79,9,1,57,29,154,30
47113,7,84.9667,27,1,59,59,28,30
41480,12,107.85,3,1,56,45,28,33
11410,6,105.88,2,1,58,27,28,30
41273,5,59.9633,15,1,59,58,10,37
27290,11,143.98,16,1,57,44,137,30
47290,8,121.79,14,1,55,36,172,30
41135,12,70.66,14,1,55,35,28,20
41610,12,84.9918,6,1,60,57,184,30
29200,6,59.997,1,0,57,36,146,33
42130,2,84.81,1,0,60,50,28,30
27260,9,54.99,15,0,57,35,28,28
46230,3,118.22,15,0,60,32,28,30
28200,3,61.16,3,0,56,20,4,37
46110,6,84.92,1,0,60,36,95,28
46230,7,59.79,8,0,60,47,171,28
11620,11,84.96,15,1,55,43,74,19
48121,6,59.0578,14,1,60,58,28,22
41590,1,59.92,1,0,56,43,28,26
47850,10,31.62,5,0,62,30,28,28
29155,1,84.55,1,0,55,37,28,19
44180,9,84.3,5,0,59,32,28,37
47850,5,74.044,16,0,60,37,28,28
42230,11,56.97,8,0,62,38,28,28
41590,7,84.91,6,0,55,48,28,37
47190,5,84.81,6,0,56,30,28,36
28177,10,59.851,18,1,57,44,139,28
41273,5,84.96,14,1,59,40,181,37
29140,2,84.98,2,1,63,56,199,30
11710,3,15.8307,10,1,60,55,28,28
41220,4,74.8585,7,1,59,58,28,28
11350,6,123.82,5,1,60,49,92,28
27290,7,59.9702,8,1,55,53,28,31
44133,5,58.97,1,0,56,33,28,33
41630,6,84.597,12,0,59,41,28,30
47113,7,59.94,18,0,59,34,28,22
41570,4,84.91,1,0,55,39,190,30
11680,11,76.79,6,1,55,20,28,30
48330,11,72.8,1,1,58,57,58,30
31140,2,34.246,6,0,60,43,57,37
43112,5,59.9364,3,0,60,47,28,26
41570,12,108.6002,11,1,59,40,190,30
11260,6,84.96,16,1,56,36,28,19
50110,9,40.06,3,0,62,43,28,26
26380,12,56.15,31,0,56,51,28,19
28110,9,84.9777,4,1,62,58,172,4
27230,4,72.9293,9,1,62,57,184,37
28237,6,84.99,17,0,55,33,84,37
41150,11,59.06,9,0,56,43,108,31
48310,7,84.991,9,1,58,55,12,28
27140,7,134.31,1,1,55,36,28,30
44133,11,59.4,14,0,55,34,117,37
11230,11,84.72,13,1,57,41,38,22
41135,1,157.33,22,1,58,43,163,22
29155,6,74.97,6,1,59,54,28,37
41430,11,118.08,5,1,57,40,129,28
28140,5,59.95,1,0,60,50,28,22
28110,12,83.011,28,1,59,52,172,30
42190,3,59.9417,10,0,55,41,28,30
48330,6,59.7659,10,0,63,57,28,30
41590,1,59.7731,5,1,61,58,28,19
41570,7,84.753,4,1,60,51,157,28
41590,3,84.01,7,1,63,55,179,9
42150,6,33.471,7,0,59,38,28,22
11590,3,59.84,2,1,55,33,39,22
47113,3,84.99,10,0,59,38,28,37
48250,12,84.9968,10,1,59,53,87,28
31140,9,84.66,9,1,60,41,57,30
28237,4,63.9,1,0,56,25,89,22
41190,4,84.15,8,1,55,51,28,26
41220,6,59.12,4,0,59,29,28,31
41135,2,42.75,25,1,57,34,163,37
42210,9,65.9236,10,0,60,51,27,28
44133,4,84.967,13,0,58,44,46,30
30170,10,84.58,1,0,57,24,28,37
46230,5,39.86,3,0,62,43,171,28
47111,6,59.97,10,0,59,40,28,37
28237,2,46.68,5,0,56,29,75,21
43113,1,84.9824,10,0,58,56,28,37
11410,10,120.006,13,1,61,55,28,3
41281,2,59.195,7,1,60,35,199,30
28185,7,84.97,2,1,58,34,45,37
11110,5,32.56,5,0,56,37,28,19
27140,8,103.2727,20,1,57,49,28,19
48330,12,73.76,8,0,60,32,28,28
41650,4,63,1,0,63,32,28,33
47150,4,49.69,2,0,57,27,28,22
48270,3,59.81,12,0,57,37,17,25
41465,6,59.94,6,1,58,39,169,31
46150,7,84.9562,2,0,57,45,164,30
26350,4,84.88,17,1,56,36,166,22
41190,1,63.33,13,1,63,62,28,19
45130,7,93.56,5,0,56,35,30,30
43770,12,59.961,9,0,55,44,28,28
27290,1,59.699,3,0,55,50,96,28
41590,2,53.4754,22,1,60,57,56,22
30170,6,59.47,10,0,57,37,15,30
30200,6,100,13,1,60,46,28,30
28260,11,74.29,6,1,59,57,180,33
26710,9,59.9337,19,0,56,53,28,31
11500,2,84.83,6,1,56,39,67,37
41463,5,84.98,11,1,55,43,28,31
48250,7,83.16,5,0,60,32,28,28
48880,2,104.87,7,0,60,43,28,22
48123,11,44.64,2,0,59,27,28,30
48125,7,84.84,22,0,60,38,28,37
46130,10,59.911,5,1,60,50,28,30
27230,8,84.6211,4,1,55,47,28,37
41113,6,84.99,1,1,55,44,28,37
41360,11,59.89,10,0,59,39,28,33
48123,5,59.175,17,0,55,39,28,22
31110,10,84.9608,5,1,59,50,28,30
45113,8,84.98,15,1,60,53,28,30
43745,5,59.91,2,0,55,28,28,35
44200,9,59.99,12,0,59,37,28,30
41590,2,96.974,30,1,60,47,63,28
46230,5,59.995,2,0,60,38,171,19
29200,6,76.14,16,0,58,38,142,21
30200,4,101.9479,14,1,55,50,28,37
41287,2,84.5,10,1,55,34,153,37
45113,5,59.933,7,0,62,39,152,30
47190,4,84.8922,4,1,63,57,28,19
41111,9,59.88,8,1,57,38,28,28
41287,8,84.93,2,1,55,45,153,26
43113,7,84.91,1,0,59,49,28,30
29140,11,84.75,2,0,55,38,28,37
44131,7,109.4755,12,1,56,45,28,30
30170,6,59.9898,13,0,57,50,28,22
41287,9,84.9736,16,1,57,41,153,30
41500,8,59.4,11,0,59,34,28,37
41210,7,39.65,19,1,58,41,178,22
48125,6,48.97,1,0,62,26,28,37
11110,3,84.98,15,1,58,46,28,37
11710,3,85,25,1,55,37,1,19
41570,8,84.8026,7,1,60,52,28,19
41390,5,26.94,10,0,58,42,28,36
47150,4,49.81,13,0,63,42,28,19
48250,12,80.7474,13,0,60,42,76,30
11650,9,117.11,10,1,56,18,99,25
41190,11,59.95,14,1,59,57,28,26
11740,8,48.85,5,1,55,23,28,31
26320,6,84.992,5,0,55,46,28,28
29110,1,73.8853,11,1,63,58,28,25
11440,8,84.9,14,1,56,40,28,28
41570,6,84.98,6,1,62,54,144,36
41285,12,66.51,4,1,59,34,69,26
42150,5,34.722,2,0,62,38,28,35
26230,12,63.82,14,0,55,45,28,37
48121,3,59.83,6,0,60,38,28,22
28200,4,59.7,10,0,60,36,33,37
30170,2,34.5575,15,0,63,43,47,24
28245,3,59.88,3,1,59,36,155,22
44250,6,29.13,13,0,62,37,28,28
28177,9,55,3,0,56,22,167,35
41281,6,49.77,6,0,55,35,192,28
50130,11,33.15,7,0,55,55,28,37
48330,9,59.7659,7,0,59,57,28,30
44710,6,84.88,3,0,58,32,28,28
11500,2,37.67,13,0,55,35,28,31
43750,6,84.9637,17,1,60,58,28,33
50110,2,76.43,2,1,60,35,28,30
41820,8,109.81,6,0,62,45,28,37
28237,3,76.74,2,1,56,26,77,22
41117,12,49.14,14,0,58,32,28,28
28200,4,84.96,19,1,57,54,28,30
41113,6,49.14,10,0,55,33,23,19
44133,5,59.989,15,1,60,44,79,22
28260,7,84.9922,14,1,60,44,28,28
28260,3,123.19,4,1,58,50,28,19
48129,3,84.9792,9,1,62,54,28,37
30140,5,84.88,10,0,59,31,28,37
29140,12,59.85,6,0,62,31,28,26
11230,8,59.885,8,1,61,47,160,31
41190,6,59.94,12,1,58,35,171,26
41590,3,84.4115,11,1,56,48,28,37
41281,8,59.176,19,0,55,48,28,36
41465,12,84.2102,13,1,59,43,189,31
45111,1,84.92,6,0,60,40,91,37
41113,11,79.72,5,1,55,46,28,21
48890,6,72.8,12,0,60,54,28,28
28177,6,59.944,15,1,56,47,28,36
41190,6,58.14,2,0,55,36,171,37
45113,5,59.94,3,0,62,28,28,28
45130,10,59.8644,9,0,55,50,30,21
48250,7,59.88,4,0,60,40,28,22
48330,11,59.9648,1,0,59,45,28,22
48121,10,56.46,3,0,59,19,28,37
29155,3,84.88,12,1,63,47,28,28
45190,8,77.036,6,0,56,55,28,30
47850,3,59.96,3,0,63,42,28,30
41117,8,120.7597,14,1,57,52,28,19
48330,1,84.99,11,0,60,47,59,30
42210,8,59.905,14,0,58,36,165,26
11740,3,84.83,13,1,57,51,28,19
26260,8,134.314,14,1,56,46,83,28
41281,3,59.4,4,0,60,36,192,30
27710,1,84.98,1,0,58,35,28,19
41465,2,84.99,16,1,58,50,44,24
11530,5,84.9544,16,1,62,59,28,37
28260,3,43.995,3,0,61,30,49,25
44200,11,74.96,18,0,58,49,28,30
47290,11,23.1,6,0,60,35,28,30
26350,3,134.97,14,1,56,36,166,22
11410,7,120.006,20,1,59,55,28,3
29155,5,84.9888,12,1,57,54,28,26
11740,8,59.99,9,1,59,48,28,24
41370,5,84.9355,7,1,60,49,12,19
41390,3,59.97,5,0,55,37,162,25
11560,12,84.84,5,1,59,42,28,30
41550,4,59.67,10,0,61,43,28,28
48250,5,59.63,10,0,59,33,136,21
41465,11,84.6587,14,1,57,46,189,31
41220,12,109.3464,3,1,59,50,28,30
11350,4,39.6,14,1,60,34,13,28
31110,1,84.98,9,1,63,55,28,30
28185,5,84.6,1,1,57,37,28,37
11740,3,55.8,4,1,55,23,28,31
11440,5,50.54,5,1,57,26,28,28
42130,8,25.92,3,0,62,40,28,33
11170,5,152.4741,22,1,59,57,28,30
11410,2,75.75,10,1,60,36,28,26
26320,7,40.66,5,0,55,19,28,22
26110,9,82.45,12,0,55,38,28,22
11410,1,59.4,9,1,60,40,28,22
11230,3,59.99,4,1,57,54,28,24
28245,9,48.93,2,0,56,25,28,28
41281,11,84.739,13,1,59,55,28,28
47190,11,39.69,1,0,60,31,28,37
41590,1,84.98,20,1,63,55,179,22
41117,1,84.983,23,1,58,54,28,19
43112,3,59.42,14,0,60,40,7,31
41570,4,59.933,1,0,58,38,28,36
44270,5,75.4054,5,0,55,47,28,28
36110,9,18.0325,4,0,55,54,28,28
29155,9,84.3565,12,1,55,55,28,31
41150,2,84.96,16,1,63,37,194,37
43745,5,127.6455,11,0,59,46,28,37
29155,3,59.89,5,1,55,44,28,36
27710,1,44.06,1,0,55,36,28,19
11230,4,59.92,7,1,57,40,28,37
48880,9,71.9917,17,1,60,56,28,19
26260,12,84.94,1,0,59,39,83,37
27170,3,28.35,4,0,59,51,28,28
11260,9,59.76,10,1,59,36,110,28
44200,2,59.52,11,0,59,37,28,28
11710,9,120.97,5,1,60,44,28,25
11560,8,84.93,2,1,56,26,28,37
28260,1,84.8086,8,1,63,62,28,19
11680,8,110.2,8,1,56,32,28,24
26350,2,84.51,5,0,58,33,161,28
48330,11,59.12,3,0,56,30,59,31
41250,2,59.56,10,0,57,44,175,28
11470,10,75.63,9,1,56,52,114,28
41271,2,156.96,15,1,55,33,28,28
41430,4,84.82,5,1,63,51,28,30
41133,8,116.93,9,1,58,47,28,28
48170,1,101.828,12,1,60,54,28,31
47190,12,110.73,12,1,59,49,28,21
47111,5,45.26,2,0,58,41,28,31
42190,2,44.91,4,0,60,31,28,33
48170,6,59.97,4,0,59,57,28,37
29170,8,84.98,15,0,58,32,28,28
41500,2,84.97,14,1,60,38,28,28
41590,11,84.753,22,1,57,47,63,28
47113,7,41.85,8,0,57,34,28,33
26290,2,59.8922,12,1,63,59,40,22
41390,2,72.19,5,0,58,33,28,28
28110,6,83.372,14,1,60,52,172,30
41117,4,84.94,4,1,56,29,53,37
27290,4,84.91,20,1,60,58,28,28
41465,6,129.3796,13,1,60,47,101,26
44270,11,101.8787,21,1,57,49,28,22
29200,6,49.14,14,0,60,32,28,37
28260,6,37.98,2,0,60,28,28,22
36110,6,152.785,8,1,56,53,28,28
41390,6,102.8064,21,1,60,58,28,28
41287,11,33.93,7,0,55,39,168,25
11140,8,84.97,29,1,56,48,28,24
43750,9,84.6,4,0,58,36,28,30
26500,1,84.95,2,0,55,31,28,28
26230,10,31.98,3,0,60,27,5,19
41281,5,84.99,5,1,55,48,28,37
46170,1,84.9811,16,1,60,56,28,22
41190,9,114.3,15,1,60,47,95,34
47170,4,49.22,1,0,57,24,106,28
48220,3,84.955,10,0,62,43,28,31
30170,5,84.935,3,0,58,33,28,30
11560,8,16.1,14,0,60,58,28,5
27290,7,59.8919,12,1,57,43,28,30
11620,5,78.4,8,1,60,47,74,22
41190,7,56.67,11,0,55,30,16,28
43114,11,129.21,11,1,57,46,28,31
30200,10,142.69,1,1,57,32,28,37
47130,12,84.9645,11,1,60,58,28,37
41465,7,148.66,19,1,56,50,44,24
41210,8,58.01,1,1,56,30,191,31
29200,4,84.7886,5,1,63,45,28,28
47113,8,116.8375,16,1,59,53,28,30
43750,10,59.9,7,0,62,34,28,30
29200,6,79.1518,6,1,57,49,28,37
41360,6,133.44,3,1,56,39,28,28
28140,8,59.75,19,0,57,49,28,28
47111,2,84.9822,2,0,56,50,28,36
11320,3,49.77,6,1,62,36,28,28
41135,7,84.68,15,1,59,44,24,26
46230,7,84.9476,6,0,59,48,28,19
29140,10,84.9831,2,0,59,42,27,31
26530,1,49.965,19,0,57,33,28,25
46870,6,59.88,10,0,55,38,28,37
11380,12,101.83,2,1,59,50,28,31
41360,2,59.89,17,0,55,39,28,33
41287,10,71.316,7,1,55,35,153,37
41273,2,47.1,5,0,59,26,10,31
44800,10,84.71,9,1,60,56,28,21
30200,12,84.44,14,0,62,35,28,33
11440,6,84.91,5,1,56,49,28,37
41287,7,72.36,3,1,57,34,153,37
41465,10,59.61,13,1,55,35,189,22
27230,5,81.1718,12,1,60,43,44,26
43750,12,59.95,12,0,59,48,28,31
31710,2,82.4645,3,0,59,55,28,37
11440,7,59.54,2,1,58,44,28,19
26710,12,49.2565,9,0,57,57,28,30
41190,9,84.953,4,1,62,42,95,31
41360,9,84.9855,7,1,60,45,195,37
41210,5,49.94,7,1,60,29,191,31
42110,3,84.8675,2,0,55,52,28,33
44133,4,84.1,17,0,58,34,117,30
27260,6,53.78,9,0,60,31,173,31
41480,7,84.988,16,1,60,50,134,19
45113,10,53.03,3,0,58,22,28,30
31140,1,84.98,11,1,60,53,57,25
45130,2,78.48,8,0,60,31,28,22
41570,6,84.8,10,1,62,53,28,30
36110,1,84.9434,16,1,59,57,28,28
47113,1,84.9899,20,1,63,60,159,31
41111,8,59.985,18,1,60,41,163,33
48129,7,129.56,1,1,62,33,28,30
26500,10,62.6471,16,1,58,57,28,25
44131,11,74.95,14,1,59,58,28,28
45111,4,59.9625,7,0,55,38,91,28
11530,7,84.35,12,1,58,35,18,22
41210,12,84.975,24,1,59,50,191,30
45140,10,84.96,15,0,56,32,126,22
47190,4,39.3,1,0,55,31,28,37
44133,10,84.971,4,1,59,51,117,36
29200,3,36.3544,11,0,55,40,28,25
41310,10,84.9856,3,1,56,47,151,22
45130,12,59.94,7,0,56,35,30,30
43770,1,59.86,5,0,60,36,28,31
30200,9,84.9548,7,1,55,46,28,31
27230,5,84.96,13,1,57,39,28,28
41190,9,50.03,5,0,59,33,95,26
11530,5,84.91,15,1,58,29,18,37
36110,10,102.78,21,1,59,51,28,33
41480,1,126.66,4,1,60,41,28,37
41360,9,84.985,19,1,58,45,187,36
29200,2,84.9827,3,0,56,54,28,30
30170,11,52.2,6,0,57,31,28,30
26170,4,39.67,5,0,62,2,28,25
41463,5,84.788,13,1,55,44,28,19
31110,3,83.93,13,0,62,30,28,30
41190,11,58.14,4,1,57,36,171,37
27260,11,55.32,8,0,55,35,28,21
41190,3,134.78,7,1,60,33,171,20
26320,3,79.195,4,0,60,31,28,24
27710,10,84.9495,8,1,58,56,28,31
26350,1,84.9963,1,1,63,46,171,37
26530,7,84.87,11,0,59,39,28,30
28200,3,59.9945,10,0,56,48,28,28
48123,6,49.76,5,0,60,28,28,28
41390,10,66.99,6,0,55,42,162,30
41370,6,84.0525,2,0,56,47,28,30
11305,6,12.33,9,0,55,54,28,28
41610,7,84.93,2,1,58,44,28,33
27230,1,59.99,15,0,59,35,44,33
44200,2,106.9558,10,0,57,48,28,24
41281,9,99.47,20,1,58,53,28,28
41500,3,84.83,12,1,61,47,28,31
44131,1,39.27,13,0,57,38,112,33
47130,12,80.881,2,0,59,55,28,24
26200,12,53.0435,3,0,62,59,28,26
41570,10,84.752,13,1,60,51,157,28
29200,12,125.1218,11,1,57,47,28,28
41390,3,84.9868,6,0,60,36,162,22
26500,2,79.9965,15,1,60,57,28,25
46130,10,84.869,11,0,55,42,28,36
44270,8,51.74,3,0,60,43,28,30
42210,10,59.9584,6,0,55,40,17,22
42150,9,49.89,4,0,55,31,28,30
48123,6,59.76,6,0,62,39,28,28
43150,9,33,14,0,56,40,28,19
26170,1,16.795,16,0,57,54,28,26
30230,3,59.87,10,0,56,39,28,28
28237,6,84.96,6,1,57,44,89,28
26410,3,84.96,10,1,59,28,20,28
43113,3,128.98,5,0,63,32,113,28
26380,8,84.7,8,0,58,32,28,22
30140,4,130.55,17,1,63,45,28,36
28260,2,52.16,5,0,58,21,3,31
46130,10,59.85,2,0,60,43,28,33
41190,7,109.35,5,1,59,29,16,28
28200,2,84.993,13,1,60,49,33,30
45140,8,84.3979,14,0,60,44,28,24
47111,2,84.93,1,0,59,40,28,30
44150,5,84.667,2,0,60,50,28,19
26170,6,74.18,11,1,60,18,28,37
47230,4,54.765,5,0,61,28,28,19
41480,4,84.46,10,1,58,41,134,19
11350,10,54.59,4,1,57,28,92,26
11680,2,59.967,8,1,60,59,28,24
46730,8,59.36,8,0,59,40,28,31
41287,9,71.64,12,1,62,34,168,25
11200,11,59.96,19,1,59,40,28,37
11560,7,84.75,9,1,56,32,28,37
45130,3,84.86,21,1,62,58,28,25
41590,4,81.49,7,1,58,47,34,36
11710,7,101.95,9,1,59,37,28,19
30170,2,84.9967,13,1,60,50,28,30
29170,7,59.76,7,0,57,33,28,28
41500,3,59.97,20,0,62,41,28,30
47130,6,145.89,2,1,59,42,28,19
11590,11,118.25,7,1,56,33,81,28
41390,9,25.12,7,0,57,39,28,22
44200,3,39.78,7,0,56,40,28,31
41360,7,84.96,15,0,57,39,128,37
46130,8,59.95,10,0,56,37,28,24
46110,9,49.62,6,0,57,36,123,30
27230,2,81.1718,14,1,58,43,21,26
47190,3,84.9623,21,1,59,56,130,31
46790,11,42.75,11,0,59,38,28,30
41135,6,101.09,14,1,57,49,28,36
43113,1,84.91,12,0,60,45,0,19
41285,5,100.55,6,1,60,46,28,28
41190,2,83.5,2,0,60,43,28,30
41287,6,84.83,8,1,60,53,153,36
11290,11,59.94,16,1,58,39,28,34
41590,11,84.9505,4,1,55,48,28,37
28185,3,26.82,15,0,60,32,124,28
41220,3,59.43,5,0,62,25,28,22
41360,3,39.54,3,0,55,30,128,31
30140,6,99.7143,2,1,59,50,56,22
31140,7,84.98,5,1,58,53,57,25
41360,11,84.97,20,1,55,42,28,19
26320,3,55.438,8,0,61,43,197,37
42770,5,48.79,1,0,58,29,28,30
11560,8,84.762,2,1,56,54,28,30
29200,5,59.04,8,0,62,31,28,37
43130,3,44.52,6,0,61,34,124,30
26320,5,49.84,8,0,62,33,28,22
11350,4,50.14,3,1,62,26,146,25
42130,3,117.13,9,0,55,44,28,30
43111,6,59.987,7,0,58,43,138,31
47150,5,75.4692,20,0,60,55,28,30
31110,10,49.955,10,0,56,32,28,28
48123,10,49.485,6,0,60,29,62,24
48310,12,39.84,7,0,58,40,28,22
41360,6,57.555,15,0,62,32,28,28
43130,3,84.9813,5,0,55,47,28,30
41281,5,84.8265,4,0,60,47,28,36
41190,10,84.9779,3,1,55,52,28,26
41111,4,84.98,10,0,60,35,28,30
11560,10,34.92,7,1,60,27,109,28
47190,6,60,3,0,58,39,28,30
41610,3,99.9702,11,1,59,40,28,30
11200,12,84.88,6,1,59,55,28,35
47113,7,58.14,14,0,60,35,28,33
26290,7,84.9636,38,1,55,48,140,30
11305,2,84.76,18,1,60,44,60,30
31140,2,84.99,16,1,59,35,89,36
41550,2,74.9691,18,1,61,57,28,30
26470,7,61.56,10,1,55,27,123,31
41285,9,84.95,13,1,55,46,28,28
46230,5,84.9476,22,0,58,48,28,19
41630,10,59.96,8,0,56,39,90,21
41480,11,140.339,6,0,55,41,28,36
47230,11,59.4,10,0,59,34,28,33
41430,3,59.707,12,1,56,52,32,30
41670,12,84.8742,12,0,58,43,17,37
28237,9,59.99,20,1,55,38,75,31
41590,6,76.1872,3,1,60,58,28,22
46770,11,51.1583,8,0,58,58,28,26
11740,3,84.36,13,1,57,24,28,37
11530,5,84.96,13,1,57,40,6,37
11140,1,62.48,1,0,63,21,28,31
11440,8,59.43,12,1,56,26,28,28
48129,1,84.8242,13,1,61,47,28,31
41250,5,84.88,12,0,59,44,175,28
41500,6,59.98,11,0,60,39,28,28
41273,8,39.99,2,0,57,41,181,19
41830,11,84.8267,4,0,58,50,28,26
26320,3,84.9149,8,1,55,45,28,30
47190,8,84.9785,5,0,56,55,28,19
45140,8,75.89,6,0,59,32,126,22
46130,3,59.85,2,0,60,43,28,33
46130,8,84.6953,8,0,60,42,28,22
41117,5,59.9845,21,1,57,48,53,25
28245,3,59.61,15,0,55,46,28,37
46820,12,52.17,2,0,59,29,28,25
11620,4,18,4,0,62,50,111,30
26230,3,49.99,22,0,61,39,28,26
44800,7,84.77,13,1,60,56,28,21
28260,4,59.96,10,0,57,43,28,26
44800,11,59.982,15,0,58,54,28,19
48330,5,59.9648,1,0,60,45,28,22
44200,4,84.94,3,1,62,47,28,26
26320,9,42.29,2,0,56,36,24,19
26320,12,84.994,20,1,57,43,197,28
30110,3,72.42,3,0,59,30,28,28
26320,8,59.77,12,1,58,44,24,37
45790,4,84.9807,4,1,62,49,28,28
27290,9,132.0332,7,1,58,49,96,28
47290,5,84.9751,8,0,60,44,28,26
44200,7,72.947,5,1,62,58,28,30
41360,9,59.963,14,0,57,44,128,28
30170,6,43.2,5,0,55,35,28,28
11470,5,136.77,15,1,58,40,56,26
41590,5,84.54,4,1,58,47,63,28
41150,10,59.42,11,0,55,42,61,28
11680,9,59.78,20,1,59,50,28,24
41190,5,134.07,5,1,60,34,171,30
28260,4,84.78,13,0,56,37,28,19
45113,10,84.9839,10,1,59,57,105,30
44133,10,39.3,4,0,55,29,28,31
26230,3,22.4,13,0,55,44,28,37
11410,4,84.74,5,1,55,33,28,22
26380,1,62.46,10,0,63,32,158,26
41135,7,66.6,2,1,56,34,163,21
11740,10,84.51,16,1,61,39,28,33
41500,7,59.4,9,0,62,34,28,28
45130,9,84.9,13,0,60,34,21,37
48125,4,45.1163,13,0,62,57,28,30
11710,1,39.6,5,0,55,37,28,19
45130,7,49.65,7,0,62,42,30,33
11650,1,59.9958,4,1,58,49,99,24
47111,7,76.434,5,0,55,52,28,22
44210,6,59.4,11,0,59,33,28,30
41430,7,84.74,3,1,60,40,129,28
47113,5,59.67,2,0,55,34,28,33
41463,6,49.85,14,1,62,41,28,19
41360,2,84.9653,4,1,60,55,28,26
41135,8,84.79,10,1,59,33,121,31
47290,3,84.9442,7,1,60,45,28,37
41590,8,59.039,15,1,58,48,34,36
11470,4,75.63,7,1,57,52,114,28
11440,5,83.85,10,1,56,47,28,37
11230,3,81.17,5,1,58,44,160,31
47190,4,68.87,1,0,62,24,28,19
48250,12,84.7888,1,0,59,45,87,19
45710,11,59.86,10,0,55,41,28,28
