지역코드,월,전용면적,층,거래금액_B,연도1,건축년도1,법정동2,아파트2
47111,7,51.36,2,0,55,31,28,37
41117,7,84.71,1,1,60,42,53,31
41370,3,49.44,14,0,63,40,28,31
28200,11,84.4571,20,1,57,47,4,19
30170,3,42.66,6,0,58,33,147,31
46150,4,84.9668,14,0,60,45,164,22
41133,11,49.98,5,1,58,33,28,37
41150,7,59.89,25,0,55,40,61,33
26290,9,59.99,22,1,55,44,140,30
45113,12,84.93,2,0,55,35,28,28
11650,2,93.71,12,1,55,18,28,28
30200,9,99.84,1,1,56,32,28,37
48129,11,39.75,1,0,60,35,28,28
31110,1,84.95,15,0,58,30,28,37
42720,5,48.202,9,0,56,40,28,28
41390,8,84.84,2,0,59,38,162,31
48129,5,49.842,10,0,62,43,28,26
47170,10,129.1464,9,1,59,49,106,30
29200,10,78.38,9,0,55,32,28,31
26230,2,84.8598,22,1,63,45,28,26
41590,9,84.99,12,0,58,44,71,21
31200,9,71.5457,15,1,60,43,28,36
41287,8,84.9691,5,1,55,51,28,37
26410,8,65.97,3,0,56,27,76,26
36110,8,59.76,4,0,60,36,28,28
26140,8,84.995,12,1,60,54,28,22
11650,11,84.95,19,1,57,57,99,28
31140,9,59.98,12,0,56,37,89,28
41465,9,59.9534,4,1,58,44,169,28
11230,9,59.99,1,1,58,54,28,24
28260,1,84.9511,12,1,63,44,28,30
48330,11,117.63,20,1,60,39,28,22
26350,6,134.64,5,1,56,38,166,22
41570,4,108.6002,6,1,58,40,190,30
41390,4,84.78,3,0,57,38,28,30
41173,8,52.11,4,1,57,24,193,30
47210,7,84.83,3,0,60,35,28,19
26320,9,59.89,10,1,55,44,197,22
11710,4,59.91,4,1,56,51,28,28
26260,7,42.15,4,0,57,21,28,28
48330,10,84.936,17,1,59,53,59,30
42130,4,59.9862,12,1,61,59,28,30
11620,7,59.5,12,1,59,35,111,31
44131,3,59.76,4,0,55,39,28,30
41450,7,84.99,7,1,57,46,42,37
11470,9,100.33,4,1,55,27,115,25
43111,1,84.84,9,0,58,32,28,37
41390,4,59.57,8,0,55,37,162,31
41590,7,59.56,14,0,55,44,71,21
45130,3,84.9303,31,0,61,56,28,37
11590,7,84.991,6,1,62,43,28,37
42130,4,52.8,6,0,57,32,28,30
26290,8,61.11,2,0,59,24,28,22
29170,10,84.98,4,0,55,32,28,28
42110,7,59.3,4,0,57,25,200,31
47113,9,84.9278,12,1,60,58,28,30
26320,6,134.14,7,1,59,31,28,22
41360,5,131.52,5,1,60,40,187,22
11260,9,84.9,13,1,58,32,28,30
11290,8,113.226,4,1,56,47,29,19
41461,10,59.99,14,0,59,38,28,28
46830,2,59.85,3,0,63,38,28,37
41287,7,68.13,4,1,56,35,153,37
29155,1,84.94,5,0,59,43,28,28
41115,2,49.94,4,0,56,29,28,30
41287,6,72.36,4,1,60,34,153,37
11350,1,84.84,2,1,56,35,92,37
44131,2,39.27,14,0,59,38,112,33
46150,3,37.388,11,0,60,32,164,28
30200,8,128.541,17,1,59,51,8,19
41150,4,84.98,5,1,62,54,28,30
45113,3,101.69,1,0,59,18,28,22
41430,1,49.947,2,0,58,35,28,22
26410,1,134.82,14,1,60,38,76,30
42170,7,39.99,5,0,58,29,177,33
44133,3,31.9,5,0,58,52,28,28
36110,12,84.9816,4,1,59,54,28,26
11740,1,72.41,4,1,58,23,28,28
28200,9,115.6671,2,1,58,47,22,19
41287,3,72.36,14,1,63,34,153,37
45180,3,59.49,4,0,59,31,28,25
27140,8,119.34,12,1,57,36,28,30
41570,10,84.74,15,1,56,39,28,36
31110,6,84.9634,16,1,60,55,28,4
41450,1,84.8049,17,1,60,42,42,37
28245,10,56.88,5,0,55,25,155,22
47111,6,84.8103,7,0,59,48,103,28
42130,3,59.92,16,0,56,43,28,25
11380,7,84.997,11,1,60,46,28,30
48330,4,84.9888,13,1,62,58,58,30
42130,5,84.79,2,0,59,37,54,19
27140,8,41.4,3,0,60,20,28,30
41210,4,59.7,6,0,56,35,28,30
11530,7,84.98,16,1,61,39,6,22
41287,2,69.09,7,1,55,34,168,25
41220,10,84.975,11,1,57,56,28,36
41570,6,84.92,3,1,60,48,11,28
47130,9,84.97,13,0,60,36,28,33
11170,3,59.55,9,1,56,41,28,24
41190,3,18.98,9,0,60,45,28,22
41465,11,84.98,9,1,59,44,44,26
41173,7,84.84,7,1,55,32,193,25
41220,10,59.91,1,0,57,34,28,35
29200,12,59.88,3,0,58,38,142,21
47113,10,84.99,7,0,58,34,28,33
41410,11,58.46,12,1,59,34,85,30
50110,5,59.957,6,1,62,42,28,31
28245,12,84.95,13,1,58,30,155,25
48310,10,84.9794,19,0,57,55,28,19
11350,8,84.34,14,1,59,31,170,31
41570,3,123.69,3,1,58,39,144,31
41590,11,84.99,11,0,58,39,28,28
11680,7,59.88,2,1,55,40,28,22
50110,9,59.97,1,0,58,33,28,30
43113,5,84.9922,12,1,60,51,28,30
41630,10,84.89,1,0,59,39,90,21
41173,2,101.96,11,1,58,32,193,28
41250,5,59.8404,6,0,56,44,28,26
30170,6,74.25,10,0,60,46,28,30
45130,10,53.82,7,0,59,42,30,28
48250,11,59.84,9,0,59,36,28,30
29110,9,84.87,7,0,58,29,28,28
30200,6,84.83,2,0,60,34,28,28
41113,7,84.645,7,1,56,36,24,19
41370,10,59.9789,9,0,59,44,28,25
26290,6,123.307,17,1,60,48,140,30
28260,6,59.8038,7,1,60,44,28,36
41370,7,84.9703,7,1,60,47,145,30
41271,2,17.86,7,0,60,53,28,38
41570,7,72.919,8,1,60,58,144,19
11500,2,39.6,15,1,60,32,2,19
27710,8,66.8536,16,0,60,54,28,22
41830,7,84.87,7,1,59,36,28,30
11710,6,59.92,6,1,57,37,1,19
26200,9,57.09,9,1,62,34,28,37
11410,7,84.78,2,1,61,34,28,33
42150,2,59.99,14,0,60,38,28,30
41281,9,59.9234,18,1,62,60,28,3
11560,12,53.37,1,0,55,27,28,28
41450,10,135,14,1,59,34,28,30
11320,4,41.3,5,1,57,31,176,33
27230,8,49.71,5,0,57,40,21,19
41390,8,26.94,11,0,55,42,28,36
41133,4,42.96,4,1,62,26,28,28
42150,9,58.87,1,0,62,35,28,30
26260,3,76.559,7,1,57,50,83,28
30170,3,84.9,2,0,55,32,28,19
41190,2,43.47,2,0,63,24,171,37
29170,8,67.8149,21,1,59,54,28,31
41390,2,84.99,13,1,63,54,28,28
43113,5,22.68,13,0,62,31,72,22
26350,8,84.0896,2,1,57,49,161,28
47850,4,84.94,1,0,60,34,28,30
11545,7,84.99,18,1,55,40,107,26
27710,3,59.9901,10,0,60,55,28,22
41410,9,66.16,11,1,59,34,85,28
41500,10,68.76,6,0,59,30,28,19
29170,2,58.7079,16,0,55,48,143,26
41273,4,64.62,6,0,60,27,10,31
31140,10,59.97,10,0,59,39,120,28
41150,9,75.86,3,0,57,46,28,28
41463,8,84.885,6,0,57,38,28,28
26380,3,71.0277,21,1,62,57,28,22
41590,9,84.896,14,1,58,45,28,22
26320,11,67.41,10,0,56,32,28,26
41281,10,59.4,6,0,55,37,28,22
30170,4,84.9967,14,1,56,50,28,30
30140,10,61.33,2,0,59,24,28,37
28260,6,59.8871,1,1,60,51,180,37
47113,3,82.88325,3,0,58,48,159,19
11620,4,83.21,23,1,56,40,111,28
42110,7,59.15,5,0,60,37,28,31
26380,8,84.825,14,1,60,43,28,22
11230,9,84.99,10,1,55,47,28,33
31140,1,59.99,7,0,60,35,57,19
41111,6,59.992,19,1,60,41,163,33
41281,3,59.4,5,1,60,34,192,28
47850,1,119.9001,5,0,58,48,28,37
41465,3,134.3218,14,1,58,49,97,28
42150,3,84.77,1,0,62,37,28,30
41570,9,84.9925,1,0,57,38,190,22
41190,12,84.77,6,1,55,43,28,30
41390,5,59.91,10,0,60,36,162,37
41570,9,59.98,18,1,60,58,28,19
44200,4,84.9774,17,1,63,61,28,37
43112,9,59.86,11,0,55,40,28,28
41360,5,84.991,13,0,58,49,28,28
41190,7,45.72,3,0,59,29,28,28
28185,12,134.96,24,1,55,53,103,19
44133,3,36.61,5,0,62,34,28,19
31110,1,63,11,0,60,33,28,37
28200,8,59.96,14,1,62,37,28,35
45130,4,84.9548,15,0,63,48,30,28
41360,5,84.9767,3,1,58,50,28,21
47150,2,84.6182,1,0,60,54,28,19
29170,11,84.99,7,0,56,31,28,25
41190,9,140.94,8,1,59,43,28,26
41190,9,47.4,12,1,58,35,171,30
11710,8,75.44,7,1,62,39,28,22
31140,8,59.97,10,1,57,39,120,28
44133,3,59.695,11,0,55,36,46,30
48880,7,57.1973,7,0,55,51,28,37
11500,9,39.6,1,1,56,32,2,19
41135,5,36.54,2,1,56,35,24,33
41360,8,59.63,10,0,59,38,28,28
41570,6,59.1119,20,1,60,53,144,19
45113,9,134.89,11,1,60,35,28,22
41590,6,74.8151,24,1,60,57,28,26
41390,5,59.8,7,1,60,55,28,30
29200,4,48.69,2,0,55,23,28,28
42170,8,59.88,5,0,58,34,76,28
27710,2,59.9846,19,0,58,51,28,22
28237,6,46.52,9,0,57,45,28,28
48121,2,59.61,2,0,60,26,140,30
36110,2,59.655,8,0,60,55,9,19
26230,6,79.93,7,1,59,21,28,28
41390,2,84.45,5,1,60,56,28,30
41210,3,101.94,13,1,57,50,28,19
48720,1,84.9724,4,0,59,58,28,28
44210,3,59.9718,9,0,63,47,28,28
11500,10,84.53,6,1,55,47,28,25
41570,11,27.45,2,0,56,42,190,31
47190,7,84.133,12,0,58,43,28,26
27290,8,84.98,6,0,58,34,28,28
11380,7,114.9984,5,1,60,44,28,26
46150,12,59.8774,11,0,56,42,125,37
45130,10,59.25,5,0,62,35,28,28
44200,12,60,10,0,59,42,28,37
47190,1,84.3748,13,1,55,48,28,30
41390,5,59.908,3,0,57,36,162,30
28185,1,84.6541,29,1,63,59,103,28
29140,1,59.95,6,0,63,40,28,37
26410,7,77.64,2,0,57,43,28,19
41173,8,41.85,9,1,59,33,193,25
11560,6,59.96,7,1,55,39,109,19
44133,6,84.718,8,0,59,44,117,37
48170,1,49.97,4,0,59,36,28,28
11350,3,49.94,9,0,55,28,92,28
47190,6,75.9481,12,0,57,45,130,28
28245,8,84.922,7,1,58,53,28,19
27290,5,84.99,10,1,59,28,28,19
41570,9,84.945,14,0,60,50,28,31
41190,5,84.87,18,1,56,34,95,37
45111,5,39.6346,1,0,58,58,28,37
45111,2,49.12,6,0,57,53,98,28
41410,9,58.65,14,1,57,34,25,30
42230,1,60,12,0,59,45,17,19
48310,7,84.9829,14,0,58,46,28,25
41113,3,84.645,8,0,55,36,24,19
41190,7,134.462,6,1,55,42,95,37
11380,5,84.39,3,1,55,48,28,30
41500,9,78.7692,6,0,57,48,28,28
43770,11,59.93,9,0,62,54,28,33
42770,3,37.66,3,0,62,29,28,30
48740,1,59.94,5,0,61,43,28,22
41117,5,103.4857,10,1,55,48,53,25
44133,8,84.9864,39,1,62,61,28,33
41480,6,71.28,4,0,60,32,28,37
11650,3,133.88,5,1,58,44,66,26
11215,3,58.43,8,1,62,39,28,30
42760,8,35.7234,5,0,62,42,28,26
41150,10,59.995,11,0,59,37,194,37
41173,2,84.9,11,1,55,34,193,25
41463,5,114.8634,13,1,60,44,28,29
11350,7,59.22,5,1,56,26,146,28
11200,4,59.76,15,1,63,37,28,29
11710,8,33.1,10,0,55,44,1,22
48125,6,59.97,15,0,62,36,28,19
42110,9,84.9561,13,0,59,46,185,30
41190,7,45.81,5,0,55,26,28,19
41465,6,84.975,23,1,60,42,44,22
47190,10,103.0598,12,0,59,48,130,30
43111,12,139.233,7,1,59,44,28,19
41480,3,134.8684,15,1,62,43,28,31
48129,7,84.88,6,0,57,40,28,26
48250,4,59.886,2,0,62,36,31,28
41630,2,59.42,9,0,59,40,28,31
41281,4,84.93,7,1,62,44,28,36
11140,3,57.63,14,1,63,39,28,30
41670,10,49.2911,8,0,59,41,28,22
44133,4,37.0323,9,0,57,54,28,36
48330,6,46.68,3,0,57,30,59,31
41210,6,59.41,3,1,60,46,178,26
30170,11,77.02,11,1,59,32,47,19
41390,8,74.48,20,1,58,56,28,30
46840,8,59.8871,6,0,59,59,28,30
27230,4,36.18,1,0,59,33,150,28
41630,6,71.52,1,0,60,30,28,37
43113,4,53.85,2,0,62,25,73,31
41610,1,134.94,22,1,63,38,28,29
44133,3,130.2674,9,1,62,50,69,33
30170,7,70.4136,4,1,60,54,28,22
41150,3,79.73,18,1,57,46,28,21
31140,2,64.19,1,0,57,31,57,24
41310,1,59.93,18,1,60,36,151,31
41370,5,84.9828,11,1,59,58,28,4
28200,9,84.8114,20,1,59,47,22,19
11680,8,84.94,4,1,59,44,33,37
41480,8,84.46,2,0,60,41,134,19
42130,1,75.285,10,0,58,37,54,19
11350,3,84.896,14,1,55,37,28,37
42110,3,99.921,7,1,62,38,28,37
11350,5,58.01,3,1,60,27,92,28
28260,4,101.9669,16,1,60,52,180,33
48330,4,49.8,3,0,63,38,28,33
28245,9,71.175,6,0,55,32,8,37
43130,11,44.03,5,0,58,19,28,19
41480,8,84.54,7,1,60,51,134,19
11710,8,121.63,22,1,56,48,116,36
41111,8,56.71,8,0,59,27,163,22
30230,2,39.72,4,0,59,27,28,31
44133,2,84.95,10,1,55,44,79,26
43150,2,39.99,5,0,56,39,28,31
31140,1,59.97,10,1,58,39,120,28
11380,7,84.43,5,1,55,49,28,30
45130,3,84.9339,14,0,60,48,28,31
41290,10,84.964,6,1,56,48,28,24
31710,9,84.79,31,1,58,54,28,25
26290,6,59.34,7,0,59,35,140,22
43112,9,59.76,3,0,57,35,28,22
44200,3,84.99,6,1,61,45,28,28
41480,2,69.0716,13,0,57,43,28,31
41463,11,84.989,16,1,59,41,28,37
41285,8,115.84,16,1,57,50,28,30
42230,6,59.62,13,0,56,37,17,37
48170,10,139.31,13,1,57,49,28,22
11620,6,53.22,2,1,60,56,74,22
43130,1,44.13,11,0,60,33,124,21
11215,7,84.99,8,1,59,37,28,37
48730,9,84.9906,13,0,57,46,28,5
46770,9,69.34,5,0,59,45,28,26
28177,3,84.9767,11,1,61,47,28,36
41570,10,105.7897,13,1,60,51,28,37
46150,9,74.92,4,0,60,33,164,22
41190,9,42.75,3,0,58,35,171,19
41410,5,84.367,13,1,59,47,28,37
27230,2,59.969,11,0,55,43,28,30
31710,7,84.89,9,1,60,54,28,25
41173,2,84.376,8,1,58,49,193,30
36110,2,99.992,9,1,63,55,28,22
11350,11,41.3,2,0,55,28,92,28
41360,9,59.53,15,0,58,44,187,36
30200,5,132.0577,9,1,57,45,28,26
41117,11,84.63,17,1,59,52,28,31
27200,11,59.8,10,0,55,20,28,19
27170,11,84.9599,6,1,59,49,28,36
41590,6,84.9438,7,1,62,52,28,26
41310,6,84.9506,21,1,57,40,151,30
26320,8,116.1967,12,1,56,42,197,22
43150,4,60,3,0,58,37,28,22
41465,11,84.83,13,1,59,38,169,37
41135,1,66.6,6,1,58,35,163,21
47290,11,59.98,9,0,60,36,28,30
26350,1,59.78,18,0,57,36,64,28
26140,4,88.17,4,1,57,16,28,28
11380,1,59.4,16,0,55,37,28,28
41135,7,84.69,8,1,55,31,28,28
43112,5,59.71,1,0,60,38,78,26
11500,3,39.58,7,0,55,34,67,26
47290,12,84.99,1,0,60,33,28,35
27290,8,59.99,5,0,59,38,28,37
41465,1,59.97,17,1,55,39,169,37
45140,9,49.8,7,0,60,38,126,26
30230,12,59.83,2,0,59,36,28,28
41463,9,127,16,1,60,53,28,28
28110,6,59.64,1,0,60,41,28,30
45140,12,33.3393,2,0,59,41,28,22
41590,1,84.669,14,1,60,57,56,37
48129,3,39.5,4,0,62,40,28,28
48730,1,84.84,3,0,63,36,28,21
29170,2,59.85,13,0,55,28,28,25
41410,3,58.01,10,1,56,31,85,31
47150,1,59.67,8,0,59,34,28,28
41390,10,59.67,15,0,55,34,28,28
30170,3,59.47,21,0,58,37,15,30
50110,8,57.29,3,0,59,35,28,21
42130,3,129.124,6,1,62,49,28,37
29170,7,84.3,7,0,57,32,143,37
26500,2,55.92,8,0,63,55,28,19
41135,6,84.6,25,1,57,35,24,33
42110,7,104.796,4,1,56,54,28,4
30110,6,84.9864,10,1,57,47,28,30
48121,3,59.9932,20,1,62,58,28,33
42130,7,84.942,4,0,56,46,54,37
11620,4,38.92,3,1,61,25,74,30
29155,6,59.4,14,0,57,25,28,24
48310,3,84.9643,10,1,56,48,28,22
42130,5,84.9875,7,1,60,56,28,31
11260,6,59.783,16,1,55,40,110,26
36110,3,71.484,18,1,63,55,28,26
46130,8,47.01,3,0,60,30,28,30
30110,12,79.07,8,0,56,30,28,31
41133,3,124.42,15,1,57,47,28,28
30140,7,82.62,3,0,56,56,28,19
42110,12,59.76,5,0,59,34,185,37
44133,5,39.95,8,0,62,38,28,22
28177,5,62.92,3,0,55,23,167,19
41287,2,126.66,9,1,56,34,168,25
30200,8,49.7887,7,0,56,55,73,26
28200,4,101.02,3,1,57,40,33,36
11305,2,84.6,1,1,62,39,28,26
11260,10,49.77,5,1,60,36,28,28
41590,11,59.8,1,0,55,37,71,31
26410,4,47.6433,6,0,63,55,28,26
41115,9,59.55,1,0,57,41,198,28
42760,10,84.2404,9,0,56,47,28,35
42770,11,63.95,7,0,58,58,28,30
46130,10,47.01,4,0,58,30,28,30
41590,1,59.96,3,0,56,39,28,28
31710,7,44.6296,12,0,56,55,28,19
41630,3,84.94,12,0,58,39,28,33
41463,1,124.88,1,1,60,49,28,28
42150,9,67.89,1,0,60,31,28,28
47230,7,29.94,17,0,59,58,28,19
47290,4,84.7892,1,1,63,59,28,19
29155,12,84.783,11,0,56,48,28,37
29200,1,84.8832,15,1,58,52,28,28
11380,12,59.5,8,1,58,49,19,19
43770,3,75.3154,8,0,62,58,28,35
26320,7,59.67,15,0,55,38,28,26
42210,9,84.9,1,0,58,31,17,28
41113,7,101.97,14,1,59,52,23,28
26380,2,84.9669,3,1,55,54,35,22
41190,7,58.74,3,1,60,36,171,22
41360,5,134.0669,4,1,60,49,28,30
48330,8,59.94,2,0,58,32,28,22
41113,5,76.95,3,0,60,46,28,30
11590,6,84.9827,15,1,55,53,81,30
31140,4,76.57,5,0,60,41,115,28
41570,12,59.9979,14,1,57,53,144,37
28260,2,84.93,15,1,63,38,28,30
41463,7,84.81,18,1,60,54,171,28
47730,8,75.945,5,0,59,32,28,30
41480,8,120.236,11,1,60,49,119,37
30170,8,62.1,14,0,56,35,47,37
41220,11,71.509,4,0,55,32,28,37
26350,9,115.124,13,1,56,37,166,22
11710,7,114.9525,23,1,59,55,28,30
41570,3,84.281,9,1,56,41,157,33
41590,8,84.753,17,1,60,47,63,28
41480,9,124.667,15,1,62,50,28,37
41610,1,84.91,17,0,60,36,28,22
28200,4,52.515,4,0,58,23,4,28
27230,7,84.98,11,1,60,45,28,33
41390,8,59.03,8,0,55,38,162,22
36110,6,84.606,12,1,57,55,9,19
47113,10,59.852,17,0,62,58,28,33
48250,12,47.382,3,0,57,42,88,31
41550,11,35.28,7,0,56,39,28,28
41135,12,52.44,2,1,59,35,163,31
41190,3,83.103,6,1,58,50,28,22
30230,9,141.366,27,1,59,52,28,19
43113,10,99.126,12,1,59,50,72,28
45140,4,49.77,12,0,62,35,28,26
30110,7,82.2828,4,0,60,46,28,25
41285,2,72.6283,19,1,57,42,28,30
36110,4,98.1866,17,1,63,57,28,28
31710,1,59.961,2,0,56,41,28,19
41190,1,156.15,16,1,60,34,95,28
26710,7,65.85,6,0,56,44,28,28
29155,7,84.32,24,1,60,44,28,36
41590,9,84.994,14,0,57,46,28,30
28260,3,59.86,6,1,57,51,180,37
27230,4,57.71,1,0,55,22,28,19
43130,4,84.28,3,0,62,31,124,30
11200,10,84.91,18,1,55,38,28,37
42770,11,59.7544,10,0,62,58,28,36
41250,10,59.99,14,0,62,39,175,31
30230,11,84.9,5,1,56,39,28,28
11440,12,59.92,12,1,55,43,28,28
41210,4,84.981,26,1,56,50,191,30
41150,6,75.62,9,0,57,42,28,19
41150,1,84.94,12,1,58,47,28,14
11305,3,59.84,4,1,58,56,28,19
41390,5,59.88,10,0,56,39,28,30
29155,9,84.9,3,1,57,49,28,26
41310,2,84.99,2,1,55,30,28,37
48127,5,59.9841,20,0,62,43,28,22
41360,11,84.6176,20,1,59,47,135,22
41570,7,84.281,1,1,60,41,157,33
27140,5,84.8502,3,1,57,46,28,30
43150,7,59.96,11,0,57,40,28,28
41390,7,37.918,14,0,60,45,28,36
11350,5,70.69,11,1,60,28,28,33
30170,8,59.88,11,0,56,35,28,28
11620,8,42.35,5,0,56,14,111,19
41390,2,84.87,11,1,59,40,28,25
29170,1,44.51,5,0,57,30,28,37
50110,2,84.98,7,1,63,46,28,21
41430,4,84.818,14,1,56,44,129,22
41480,9,101.2238,16,1,59,54,134,37
41111,7,56.71,12,0,57,27,163,22
11560,5,59.6,5,1,57,36,28,34
48250,10,74.9577,1,0,59,57,88,28
27290,1,84.97,2,0,63,37,43,19
43770,8,59.975,14,0,59,45,28,19
30170,8,49.59,15,0,57,37,15,30
46130,10,84.81,5,0,59,34,28,28
27230,4,59.85,14,0,59,35,150,33
11140,7,84.76,12,1,57,45,28,28
29155,9,59.4,8,0,62,35,28,37
11530,4,59.95,2,1,62,40,6,37
48330,3,59.773,2,0,55,45,28,37
47111,1,84.996,4,1,55,39,28,28
48170,8,44.3,4,0,55,22,28,37
41173,1,59.94,5,1,55,32,188,37
48220,3,101.569,4,1,61,47,28,36
42210,5,59.97,13,0,57,38,17,33
11350,10,84.65,6,1,57,42,13,19
31200,1,84.7991,2,1,60,56,52,30
48740,6,84.74,5,0,57,50,28,22
11350,3,49.5,5,0,55,29,28,33
28185,5,84.965,15,0,55,36,28,22
26380,10,49.08,22,0,55,36,35,25
41131,1,84.99,12,1,55,34,28,33
28245,8,54.9,3,0,55,24,28,24
41250,7,84.88,14,0,55,44,175,28
29170,3,59.36,4,0,61,37,28,37
45140,6,84.95,14,0,58,37,28,22
45140,6,42.801,3,0,62,51,28,19
27710,4,84.98,15,0,63,33,28,37
41370,5,73.44,17,0,55,39,28,28
11350,4,38.64,3,0,59,32,146,31
29200,5,84.7886,14,1,62,45,28,26
41360,12,74.79,14,1,59,38,135,31
31710,9,84.905,15,0,55,33,28,25
41570,7,84.9935,18,1,60,52,157,37
41430,11,55.535,14,1,55,42,129,25
41463,3,84.9588,7,1,55,49,28,37
46130,7,58.14,13,0,59,35,28,25
41173,5,35.1,5,1,60,32,80,28
41630,7,117.8082,11,1,56,51,28,22
28177,2,59.996,3,1,60,48,167,30
11350,1,59.28,9,1,60,28,92,28
28260,8,101.613,20,1,56,45,28,22
41360,3,84.841,12,0,55,44,128,28
47850,3,59.93,13,0,58,35,28,28
31200,6,59.98,1,0,62,36,28,29
26110,2,81.77,4,0,63,40,28,28
41190,10,81.48,2,1,59,34,171,20
11590,2,109.7,10,1,60,33,81,19
27290,2,59.76,15,0,60,33,96,33
41150,7,59.94,9,0,57,38,108,28
30110,3,24.2976,4,0,58,39,28,34
41430,3,84.9909,8,1,63,59,28,30
41450,2,51.67,13,1,63,55,28,25
26380,9,66.0265,4,0,57,57,28,22
41290,4,84.947,10,1,56,47,28,24
41111,3,59.88,12,1,56,38,28,28
42720,6,52.972,1,0,56,40,28,28
26350,12,49.98,14,0,57,38,166,14
28185,5,101.97,11,1,58,34,124,30
41115,2,131.96,6,1,58,32,28,31
31710,6,84.6478,15,1,60,54,28,25
42110,7,84.955,15,1,60,58,200,33
41570,7,84.9255,15,1,59,52,157,19
47920,6,58.94,3,0,60,32,28,28
11320,2,35.1,14,0,56,29,28,37
41150,3,30,9,0,55,53,28,22
41287,5,84.792,5,0,59,40,153,30
45111,2,99.99,12,0,60,36,98,28
27290,2,84.99,26,1,58,50,96,28
41450,9,84.965,15,1,58,34,28,20
31710,1,74.9978,3,1,60,47,28,19
41390,8,50.884,15,1,62,37,149,22
41465,2,83.8821,10,1,63,43,189,31
43113,7,39.96,5,0,62,38,28,30
41461,3,84.233,24,1,63,58,28,4
42210,8,57.27,4,0,60,29,165,22
11110,5,47.43,5,1,62,39,28,30
41465,10,100.088,8,1,55,45,113,28
41220,7,49.43,6,0,57,39,28,19
47111,5,77.4,1,1,62,30,28,37
11440,9,59.9,3,1,58,41,28,37
11650,1,53.88,3,1,55,21,28,28
44800,12,84.92,8,0,59,55,28,30
41281,11,59.93,11,1,56,36,192,28
47290,4,84.9898,10,1,63,60,82,36
41113,11,84.98,11,1,59,55,28,28
45111,3,84.96,10,0,59,38,91,30
11350,3,84.09,12,1,57,34,92,22
48170,12,84.0198,19,1,60,59,186,31
46770,10,76.785,4,0,59,30,28,28
50110,8,47.33,1,0,55,25,28,31
46150,4,36.066,15,0,59,40,125,37
44133,10,84.9154,15,0,60,43,46,30
41190,10,74.51,5,1,58,46,28,26
41370,2,84.84,6,1,60,53,28,28
11530,10,84.99,17,1,55,41,6,37
30170,5,52.2,15,0,55,31,28,30
28237,11,59.93,11,0,55,45,28,28
48127,7,59.988,13,0,60,36,122,37
43112,7,110.82,12,0,60,35,28,37
11260,7,84.45,13,1,55,50,110,22
26230,4,71.41,14,0,56,45,28,22
27230,12,45.975,5,0,59,20,28,19
28185,9,49.94,10,0,57,32,124,30
41273,5,39.27,5,0,60,30,100,19
27290,7,65.52,2,0,60,33,28,37
28237,6,59.41,14,0,56,40,89,28
28237,2,84.977,15,1,58,35,28,36
48250,4,75.1787,8,0,62,44,76,30
31710,3,84.79,6,1,55,54,28,25
26500,2,84.97,25,1,63,43,61,28
11650,8,149.225,22,1,59,44,28,26
11680,11,114.019,15,1,58,56,28,30
28200,7,62.73,4,0,60,31,22,22
41190,11,59.82,6,1,55,48,102,31
41135,10,129.45,11,1,59,35,24,33
11350,9,45.77,12,0,56,28,92,28
48170,6,75.07,8,0,56,48,28,30
44270,6,59.918,2,0,62,62,28,22
26530,12,84.96,20,1,62,38,28,19
48129,7,107.6672,6,1,62,42,28,22
41430,7,59.822,19,1,57,52,32,30
29170,5,54.09,3,0,55,24,143,31
11710,10,59.91,6,1,56,37,28,37
43770,9,36.08,3,0,62,38,28,30
41430,2,84.83,2,1,60,47,179,37
41630,6,60.48,4,0,60,32,28,19
11590,9,59.4,4,1,56,41,81,24
43114,4,26.628,8,0,62,36,28,28
41590,9,59.52,3,1,58,48,34,31
27710,5,59.894,18,0,57,56,28,19
26380,8,84.93,3,0,55,32,28,19
41287,10,57.76,5,1,56,34,153,37
41287,6,84.71,17,1,60,34,168,19
30200,11,49.5,5,0,59,34,28,28
44131,2,59.97,5,0,56,35,28,22
29200,1,72.475,9,0,55,32,28,30
41410,1,82.21,16,1,59,58,28,29
41310,11,84.9506,17,1,59,40,151,30
26380,2,83.89,9,0,55,43,28,28
11305,12,41.3,12,1,59,31,28,31
31710,2,59.91,9,0,63,36,28,28
46230,1,84.7183,4,1,60,57,171,19
48310,10,84.991,8,1,58,55,12,28
42130,8,156.001,8,1,56,49,28,37
11710,11,135.82,9,1,59,46,156,24
29155,5,84.82,1,1,59,54,28,37
41390,4,59.58,10,1,62,35,162,25
46150,3,84.42,15,0,61,41,164,37
48250,6,84.752,9,0,57,44,88,31
41115,3,84.938,3,1,56,41,198,20
42110,5,102,10,0,60,35,200,22
41390,12,24.27,13,0,59,42,28,30
11350,7,38.64,14,0,58,32,170,31
41550,11,101.9163,5,1,60,50,28,22
11740,6,33.71,3,1,60,44,28,30
41117,10,84.41,12,1,57,52,28,31
41360,9,123.808,5,1,57,49,28,25
41465,3,134.7183,12,1,58,49,97,28
29140,2,131.2954,18,1,56,47,44,30
41135,4,124.515,11,1,63,44,163,26
41590,6,59.65,18,0,60,43,28,22
11290,3,84.87,16,1,55,38,28,37
11620,4,20.45,8,0,55,53,74,36
42130,8,74.63,9,0,58,54,28,37
48250,7,84.9927,10,0,57,48,28,31
