지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액
27290,성당동,2017-08-05 0:00,성당동더샵,834,59.895,7,2008,27300
41287,탄현동,11/14/2019 0:00,탄현마을(건영4),1481,53.83,6,1994,16500
41390,거모동,11/28/2018 0:00,동원,1769-1,50.2875,10,1991,10500
41111,이목동,2016-09-03 0:00,장안STX칸2단지,917,59.958,2,2013,30500
41273,고잔동,7/6/2019 0:00,주공5,674,46.74,5,1986,26500
11440,공덕동,2015-07-05 0:00,마포현대,188-108,59.95,13,1988,34800
11320,창동,7/23/2018 0:00,삼성래미안,45,84.87,4,1992,56900
27140,신암동,2019-04-15 0:00,청운,667-22,60.93,3,2000,19470
46790,화순읍 삼천리,2020-06-09 0:00,화순 삼천 한양립스 아파트,1070,59.9937,10,2020,18000
11530,고척동,3/13/2018 0:00,산업인,Sep-57,47.26,2,1976,16000
41281,행신동,2/20/2018 0:00,무원마을1단지,773,68.98,7,1995,28300
30170,둔산동,2016-10-22 0:00,샘머리1차,907,84.945,8,1998,29800
44131,신방동,7/26/2020 0:00,성지새말2,874,84.96,7,1997,16900
27230,구암동,2022-05-16 0:00,칠곡건영,695-2,59.88,6,2001,"16,000"
43114,오창읍 각리,10/27/2019 0:00,대원칸타빌,637-9,84.9867,1,2006,16800
42110,석사동,7/22/2020 0:00,청구,727-6,59.965,17,1997,13000
45130,나운동,2015-03-13 0:00,주공5차,Jul-45,58.14,7,1996,9500
47130,황성동,2019-05-29 0:00,황성현대5,277-6,84.6,11,1998,16700
44825,태안읍 장산리,2016-09-30 0:00,장산혜성,646-3,28.44,7,1999,2500
47190,봉곡동,2020-01-06 0:00,봉곡현대,391,59.76,7,1999,8000
43150,청전동,6/15/2019 0:00,덕일한마음,987,59.85,8,1995,8500
11410,남가좌동,2017-12-04 0:00,남가좌동현대,376,59.4,17,1999,39000
41630,덕계동,2016-01-22 0:00,금광,646-1,55.5927,15,2002,10000
41360,다산동,2016-10-18 0:00,부영e그린3차,Jan-02,134.878,4,2001,44500
41250,송내동,2022-05-21 0:00,송내주공4단지,665-3,45.48,17,2003,"17,000"
11350,상계동,2015-09-26 0:00,우림루미아트,1307,84.569,3,2004,37800
43750,진천읍 교성리,2022-07-15 0:00,진천교성주공,144,49.85,5,2000,"11,000"
41273,선부동,2017-01-20 0:00,수정한양,1086,49.98,3,1991,20000
30140,문화동,2019-06-19 0:00,효성상아맨션,1-46,61.33,1,1984,18500
42830,양양읍 서문리,11/28/2019 0:00,양양서문주공,414,51.85,14,2005,9700
27170,내당동,10/1/2018 0:00,내당시영,202-1,55.34,5,1980,18200
47250,냉림동,2019-08-16 0:00,부민강변타운,Jan-42,39.7602,10,1999,5100
46150,해룡면 신대리,2020-07-04 0:00,중흥에코시티7단지,1970,59.707,2,2018,30900
46150,조례동,2017-10-10 0:00,왕지중흥3,1804,59.94,9,1999,14350
48330,물금읍 물금리,2019-08-28 0:00,양산물금양우내안애5차리버파크,800-5,95.202,6,2016,31000
30140,오류동,5/16/2018 0:00,삼성,175-1,175.17,1,1989,38000
41480,동패동,2020-03-08 0:00,책향기마을10단지동문굿모닝힐(1698),1698,84.881,8,2005,26700
29155,서동,2017-09-08 0:00,제일파크맨션,19,79.44,3,1991,9300
11530,고척동,2019-04-07 0:00,고척월드메르디앙,343,84.92,4,2011,53000
41173,호계동,2015-04-21 0:00,삼호우주,767-3,66.6,1,1994,19000
41570,감정동,1/16/2020 0:00,건영,672,73.81,12,1995,18750
44131,원성동,2022-03-02 0:00,극동,559-15,59.9,11,1995,"14,000"
42130,흥업면 매지리,2015-02-14 0:00,현대,1928,51.545,6,1995,6500
30200,전민동,2019-04-13 0:00,엑스포,464-1,84.17299999999999,15,1994,23000
11170,서빙고동,2020-09-15 0:00,신동아,241-21,95.66,9,1984,195000
11215,구의동,1/29/2018 0:00,현대프라임,631-1,183.87,1,1997,100000
42130,반곡동,9/25/2019 0:00,힐데스하임 5단지,1894-2,84.9671,14,2015,27000
47190,옥계동,2016-04-21 0:00,옥계현진에버빌엠파이어,909,103.51,11,2009,32800
11590,상도동,2021-05-19,상도역롯데캐슬파크엘,904,59.9851,3,2021,"120,000"
45130,수송동,2016-02-02 0:00,수송2차 오투그란데,829-1,59.9958,8,2011,16600
46820,해남읍 구교리,2020-02-05 0:00,공간,Feb-81,59.981,10,2000,8000
11590,사당동,2016-09-08 0:00,사당우성2,105,84.66,3,1993,58400
41590,반월동,2020-07-07 0:00,에스케이뷰파크,944,59.9963,19,2015,51800
48170,신안동,2018-09-14 0:00,현대,20,70.96,4,1989,14500
28260,마전동,2020-02-29 0:00,검단2차우방아이유쉘,1123-1,59.9375,10,2018,28450
11350,중계동,8/29/2018 0:00,청구3,360-2,84.77,15,1996,79000
41430,청계동,9/1/2018 0:00,휴먼시아청계마을(2단지),976,84.83,8,2007,58800
27260,범어동,2022-11-29 0:00,힐스테이트범어센트럴,2277,84.96,14,2022,"69,000"
41117,망포동,7/10/2019 0:00,망포마을쌍용1차,691,124.571,2,2002,32500
36110,도담동,2016-07-11 0:00,도램마을9단지(제일풍경채),855,95.804,12,2015,45000
28185,송도동,2023-04-12 0:00,e편한세상송도,319-1,84.4163,28,2018,"65,800"
42210,교동,2016-06-20 0:00,명지미래힐,1027,84.9295,11,2006,22000
41360,별내동,2015-11-28 0:00,별내 우미린,1035,117.9976,12,2012,53000
47190,공단동,2016-08-24 0:00,파라디아,251,56.7615,7,2011,13000
46230,중동,5/28/2020 0:00,금광,1663,59.995,4,1998,10500
48129,풍호동,2020-09-18 0:00,창원마린푸르지오1단지,305-8,84.9735,24,2015,34600
29140,치평동,2022-04-05 0:00,라인동산,1174-3,59.87,16,1999,"34,000"
41210,하안동,2016-06-13 0:00,주공3,650,36.34,6,1989,19200
46830,삼호읍 용당리,2020-06-13 0:00,현대삼호2차아파트,Jan-79,50.93,7,1996,3443
48330,물금읍 범어리,2017-09-30 0:00,우미린,Dec-12,59.9915,20,2013,23800
11350,상계동,2019-07-12 0:00,상계주공3(고층),730-2,73.94,10,1987,66100
41111,정자동,2020-01-20 0:00,꽃뫼노을마을한국,882-5,59.94,4,2000,32800
28200,구월동,2015-09-22 0:00,롯데캐슬골드,24,115.6671,5,2007,38000
41111,정자동,2015-07-23 0:00,동신2단지,313-1,48.23,14,1988,15000
26320,화명동,2016-02-27 0:00,수정강변타운,2322,59.4,12,2001,22750
41590,반월동,2018-10-25 0:00,에스케이뷰파크,944,84.9953,4,2015,34000
41285,풍동,2020-02-18 0:00,숲속마을3단지(뜨란채),1283,84.95,14,2006,30800
41590,기산동,2015-02-12 0:00,삼성래미안1차,464,84.98700000000002,4,2003,22300
48127,내서읍 호계리,7/2/2019 0:00,국제한마음,790-23,71.38,2,1992,9000
43750,덕산읍 합목리,2018-07-05 0:00,나우하이빌,302,33.18,3,2002,2600
45113,우아동3가,2022-03-29 0:00,진흥하이츠,412,59.82,4,1995,"9,300"
41360,와부읍 덕소리,7/16/2020 0:00,현대,554-1,84.41,7,1997,42000
50130,강정동,2016-09-28 0:00,다온빌,165-4,25.92,2,2016,10300
48740,남지읍 남지리,2023-04-16 0:00,르마레남지아파트,986-6,78.8914,7,2017,"15,100"
41281,성사동,2017-06-07 0:00,신원당(동신2),724,57,2,1991,19800
41135,분당동,2016-11-25 0:00,장안타운(건영),66,67.73,9,1993,39000
30170,탄방동,2017-04-13 0:00,주공,Jan-59,40.32,2,1984,14300
11440,상암동,2015-07-18 0:00,휴먼시아1단지,1630,84.91,6,2009,63000
29200,신가동,2016-07-09 0:00,중흥S클래스1단지,1306,84.6347,2,2009,29500
41410,산본동,2016-01-09 0:00,"우방,한국공영목련",1091-1,84.97,15,1994,35000
27230,국우동,2016-07-02 0:00,그린빌6단지,1080,51.49,6,2002,14900
41115,인계동,2016-04-22 0:00,삼성,371-1,84.88,18,1996,32000
47190,송정동,2020-12-10 0:00,푸르지오캐슬A단지,3,59.9259,17,2007,19600
42830,현북면 중광정리,2020-04-19 0:00,심미,176-1,58.837,11,2001,15400
47150,부곡동,2022-03-15 0:00,주공1,1040-1,35.64,1,1980,"9,500"
41430,포일동,9/9/2018 0:00,동아에코빌,518,84.99,5,2001,49500
48250,율하동,2015-10-31 0:00,율상마을모아미래도6단지,1317,84.6945,13,2014,35000
48123,남양동,7/31/2020 0:00,성원2차,22,84.92,10,1992,21600
48170,가좌동,2016-08-10 0:00,가좌주공2차,660,38.64,12,1993,10400
42110,동내면 거두리,2019-12-11 0:00,호반베르디움,1065,84.8387,6,2009,22600
11290,길음동,2019-11-30 0:00,길음뉴타운8단지(래미안),1284,59.99,2,2010,66000
46150,조례동,2017-03-06 0:00,연동대주1차,1820,59.96,5,2003,13100
27290,장기동,2022-03-16 0:00,코오롱하늘채,845,84.9438,24,2019,"45,000"
11320,창동,2016-12-21 0:00,창동주공4단지,380,41.3,3,1991,19300
47190,광평동,2015-06-02 0:00,동우전원,352-1,59.9,4,1993,7600
44200,신창면 행목리,2019-04-09 0:00,아산 신창 양우내안애,498,35.1,5,2014,6000
41271,사동,2015-09-11 0:00,신우,1344-1,55.79,2,1994,24500
36110,종촌동,2017-06-19 0:00,가재마을3단지(중흥에듀타운),679,108.81,13,2015,42500
28185,연수동,2020-02-02 0:00,대림,532,84.795,14,1993,28000
41250,지행동,2017-12-15 0:00,송내주공1단지,717-2,84.87,5,2004,16500
44230,부창동,2017-07-17 0:00,무림,355-7,57.08,2,1989,3700
41210,하안동,2020-03-02 0:00,주공2,681,66.56,2,1989,49000
30200,하기동,2017-11-23 0:00,송림마을1단지(호반리젠시빌),512,84.98899999999998,16,2005,30500
44133,쌍용동,12/27/2019 0:00,주공9,1914,59.71,15,1998,14000
41570,풍무동,2020-09-19 0:00,풍무 센트럴 푸르지오,BL 24--1,72.0573,4,2018,59500
45130,미장동,2017-09-07 0:00,군산미장아이파크,542,59.9994,8,2015,18600
28260,가정동,3/16/2018 0:00,뉴서울(284-401),284-401,57.2,1,1990,12400
26350,반여동,2023-03-10 0:00,우방신세계타운,1190-1,59.96,24,2002,"29,500"
28237,십정동,2023-04-17 0:00,십정뜨란채1단지,608-4,84.59,15,2005,"34,000"
27260,범물동,2020-02-01 0:00,현대청림,630,134.965,11,1999,43000
48250,진영읍 진영리,2021-04-02 0:00,김해진영휴먼빌아파트,1710,67.9335,11,2016,21700
48250,삼방동,2022-07-06 0:00,동성,189,59.94,1,1991,"15,300"
11710,방이동,2016-05-17 0:00,방이금호어울림,157,84.3,9,2001,55900
45113,여의동,2015-04-13 0:00,제일,669,84.9604,5,2003,18700
41250,지행동,2015-05-15 0:00,현진에버빌,691-3,101.7,9,2005,23300
47113,두호동,2016-02-20 0:00,천호타운,1069,59.67,7,1994,10500
43111,용암동,2022-06-25 0:00,소라,2082,59.43,1,1994,"12,450"
47113,환호동,2022-05-05 0:00,해맞이그린빌2단지,396-1,59.98,20,2007,"16,900"
11500,염창동,2015-09-05 0:00,관음삼성,268,59.96,14,1997,36800
31200,천곡동,3/21/2020 0:00,원동현대,402,59.91,6,1994,8870
41117,망포동,5/22/2020 0:00,늘푸른벽산,488,84.925,17,2000,35700
44180,죽정동,2020-09-07 0:00,유성1,735-19,55.98,3,1989,5400
41281,토당동,2020-06-29 0:00,한라비발디,298,84.8753,20,2004,41000
41360,와부읍 도곡리,1/13/2019 0:00,건영덕소리버파크,1117,84.97,9,2002,35000
45113,덕진동2가,1/15/2019 0:00,영무예다음,696,59.9721,6,2009,18550
41190,오정동,2015-08-15 0:00,오정생활휴먼시아1단지,717,59.95,7,2006,26400
43112,사직동,2018-06-05 0:00,두산위브더제니스,265-5,97.703,25,2009,26750
45130,산북동,2019-12-30 0:00,하늘가2차,Jan-60,35.91,11,2007,1800
43720,보은읍 이평리,2019-05-23 0:00,두진 하트리움,168-1,59.989,9,2016,14800
46110,대양동,9/18/2020 0:00,영신그린빌,555-1,59.93600000000001,6,2000,8000
30170,만년동,2017-01-06 0:00,초원,01월 01일,59.89,9,1993,20600
41360,호평동,6/22/2020 0:00,호평현대아이파크아파트,612,74.3453,3,2004,30000
27260,수성동1가,2019-09-26 0:00,수성영남,105-5,84.99,19,2000,39500
11350,하계동,2021-03-20,장미(시영6),273,54.02,6,1989,"66,000"
26230,개금동,2017-11-13 0:00,개금우드빌(1-9),01월 09일,56.88,13,1994,14700
31170,서부동,2016-11-13 0:00,현대패밀리서부2,257-30,49.11,6,1995,12500
30170,도마동,2019-12-06 0:00,대아,409-9,71.74,12,1992,14300
36110,아름동,1/13/2020 0:00,푸르지오(8단지),1279,84.9238,1,2013,32500
41287,주엽동,2016-09-28 0:00,강선마을(삼환),65,58.57899999999999,12,1993,32500
41111,정자동,2017-03-28 0:00,대월마을주공,913,59.94,21,2002,24900
41271,사동,7/6/2020 0:00,본오,1506,42.51,6,1992,10000
44710,금산읍 중도리,6/3/2019 0:00,낙원1차,21-21,49.6526,6,1999,5200
48129,남양동,2016-11-22 0:00,STX칸,20,84.9859,5,2009,12468
48125,현동,3/12/2019 0:00,엘에이치그린품애,620,84.91,12,2015,22200
27230,구암동,2017-03-17 0:00,그린빌3차,786,39.63,9,2000,13000
27290,이곡동,2016-08-28 0:00,성서동서서한,1189-2,49.26,14,1994,13700
48123,대방동,2015-06-03 0:00,대동,358,84.93,14,1992,31800
46150,조례동,2023-04-04 0:00,동아,807,74.92,15,1993,"13,500"
41285,마두동,2017-07-01 0:00,강촌마을(라이프),789,49.14,2,1992,28250
44131,신부동,6/30/2020 0:00,방죽안휴먼시아,970,84.96,3,2009,28500
41450,망월동,2017-04-19 0:00,미사강변한신휴플러스,904,84.96,3,2015,48700
41287,덕이동,2015-03-30 0:00,하이파크시티 일산파밀리에2단지,1529,121.66,26,2011,41952
26380,신평동,2021-03-30 0:00,신평삼익,7,76.14,6,1989,9300
41450,선동,2016-06-22 0:00,미사강변도시9단지,423,84.97,7,2014,50500
43750,문백면 봉죽리,2018-06-27 0:00,정암문백,315-4,59.41,1,1995,7800
31140,야음동,2022-07-17 0:00,신정현대홈타운2,594-10,59.97,19,1999,"30,000"
48127,양덕동,7/12/2019 0:00,메트로시티,Jan-84,84.6697,3,2009,33000
41271,월피동,2015-08-31 0:00,현대2차,448,122.095,11,1989,34000
41590,반송동,2021-01-14 0:00,시범다은마을포스코더샵,102,98.6767,14,2007,74000
31140,신정동,2017-04-11 0:00,신정현대홈타운4,851-20,84.96,2,2001,37000
48127,양덕동,6/20/2020 0:00,한효코스모스,May-91,82.71,3,1983,11800
11350,상계동,6/14/2018 0:00,상계주공2(고층),740,58.01,6,1987,37000
28260,가좌동,2020-06-15 0:00,진주3,30-86,59.36,4,1989,19700
42110,후평동,2020-04-15 0:00,춘천일성트루엘더퍼스트,910,59.958,15,2018,20800
41111,율전동,2015-01-27 0:00,신일,319,59.92,12,1997,22000
45111,효자동2가,2018-09-20 0:00,효자동1차엘드수목토,70,84.9889,4,2005,25900
42130,학성동,2016-07-03 0:00,삼천리3,1031,84.66,8,1997,12900
41190,상동,2015-07-18 0:00,반달마을(동아),397,59.92,13,1993,22650
11380,불광동,2016-03-24 0:00,극동메트로타워,311-13,108.36,17,2001,43500
11710,풍납동,2016-04-27 0:00,현대리버빌1지구,260,59.96,11,1999,47000
43130,대소원면 본리,2019-04-24 0:00,충주 코아루퍼스트 아파트,645,59.6525,15,2016,13000
44131,신방동,2/12/2019 0:00,두레현대1,895,59.995,24,1997,11000
41190,상동,2020-02-01 0:00,행복한마을(서해),550-3,127.738,18,2002,79700
48170,상평동,2015-11-21 0:00,진주센트럴자이,1069,84.9059,10,2013,27300
46890,완도읍 군내리,2017-06-08 0:00,동아하이빌,1157,84.0928,15,2003,13500
46130,둔덕동,2016-09-12 0:00,한려주공,648,84.9,5,1995,16250
46840,삼향읍 남악리,2022-03-12 0:00,근화베아채스위트,2532,84.7575,10,2013,"37,000"
26530,주례동,2016-09-26 0:00,송림주택,Apr-55,46.26,4,1983,9000
41430,삼동,2019-08-05 0:00,삼호한아름1차(101동),115-1,84.84,5,1993,21800
48129,자은동,2020-05-15 0:00,자은동더샵,525-3,84.4192,9,2005,20300
42150,포남동,2015-02-10 0:00,동남2,1005-253,54.945,1,1986,5800
41630,덕정동,2019-04-10 0:00,청담마을(주공4단지),210-2,93.01,23,2001,22100
28110,신흥동2가,4/4/2018 0:00,삼익,May-54,58.74,11,1979,9000
11620,봉천동,2015-02-12 0:00,벽산블루밍,1718,84.99,1,2005,34500
28237,부개동,2016-06-24 0:00,부개주공3,498-5,59.98,8,1996,25250
30110,가양동,2015-04-16 0:00,동신,Jun-53,71.61,5,1979,8750
11350,월계동,9/22/2018 0:00,삼호4,12,50.18,14,1987,43800
41463,보라동,2022-12-24 0:00,한보라더힐,620,84.96,8,2008,"37,000"
42230,교동,2015-07-17 0:00,강부2,130-2,49.815,6,1993,5000
41287,탄현동,2015-02-23 0:00,일산 임광진흥 아파트,1634,59.68,9,2009,22850
27230,대현동,4/27/2018 0:00,대현휴먼시아2단지,531,51.81,4,2010,23950
44210,성연면 왕정리,8/19/2020 0:00,e편한세상 서산테크노밸리,725,74.5253,2,2018,16500
45180,시기동,2019-07-23 0:00,센트럴카운티,100,84.3979,9,2006,19600
45130,나운동,2022-03-23 0:00,비사벌,153-11,59.91,3,1997,"9,300"
27230,동천동,2016-09-08 0:00,동화골든빌,891,57.6183,4,2002,19500
41465,풍덕천동,2020-10-17 0:00,풍림아파트,664,59.76,3,1994,51500
41570,마산동,2/8/2020 0:00,한강 힐스테이트,636-1,84.9744,17,2013,29250
28185,동춘동,12/22/2018 0:00,동아,923,101.97,8,1993,29000
41480,문산읍 당동리,2015-12-09 0:00,자연앤꿈에그린5단지아파트,909,84.72,3,2010,22000
41360,다산동,2019-07-23 0:00,휴먼시아5단지,683,84.95,8,2008,37400
30200,지족동,2016-05-30 0:00,대전 노은4지구 한화 꿈에그린 2블록,1093,84.78299999999999,21,2014,33300
45130,산북동,10/31/2019 0:00,고천마을,3592,43.0861,4,2008,3800
41287,탄현동,3/2/2018 0:00,탄현마을풍림,1585,59.859,22,2000,21970
27290,감삼동,2017-07-04 0:00,월드마크웨스트엔드,461,124.56,27,2010,59000
41480,금촌동,2015-04-30 0:00,주공(922-0),922,49.97,4,1997,11900
11545,가산동,2016-03-19 0:00,두산,769,59.84,18,1998,33000
41390,정왕동,2020-04-30 0:00,영남3,1872-4,59.908,10,1996,16200
41287,일산동,2/27/2020 0:00,후곡마을(동양),1046,71.08,12,1995,28500
11560,당산동5가,2019-11-26 0:00,당산디오빌,11-33,38.97,8,2005,41000
46150,조례동,2015-06-15 0:00,금당대주,1608,59.66,6,1995,8800
26350,송정동,2022-06-02 0:00,조희바다풍경,137-7,57.08,8,2019,"30,038"
41590,석우동,2016-09-03 0:00,푸르지오,49,75.07600000000002,5,2008,34200
11620,신림동,2016-01-28 0:00,그대家,1727,59.6,8,2003,27500
41190,도당동,2019-11-21 0:00,삼보,109,51.57,5,1989,15000
45180,북면 화해리,2022-05-06 0:00,사원,4-35,43.66,2,1991,"2,600"
48860,단성면 성내리,2017-06-27 0:00,태성목화맨션,598-22,59.91,3,1993,5500
41173,호계동,10/8/2019 0:00,호계1차현대홈타운,914-40,59.3276,3,2002,42100
41190,중동,2017-12-28 0:00,한라마을(주공2),1028,41.85,1,1995,20000
43113,복대동,2020-01-05 0:00,신영지웰시티 1차,3379,124.816,27,2010,60000
45113,호성동1가,2022-03-21 0:00,호성주공2차,900,59.96,4,1997,"13,400"
11710,가락동,2015-03-26 0:00,가락쌍용(2차),06월 21일,59.88,20,1999,46000
11440,도화동,2/13/2018 0:00,한화오벨리스크,555,59,13,2004,55000
47190,옥계동,2020-03-11 0:00,중흥S클래스 에듀힐스,919,84.9623,10,2016,24000
47170,정하동,2017-12-04 0:00,현진에버빌2,240-1,59.9752,9,2003,15500
11500,염창동,2016-12-03 0:00,강변힐스테이트,299,84.99,4,2005,56000
45113,송천동2가,5/8/2020 0:00,에코시티자이2차,1307,84.9944,7,2018,40000
43130,안림동,2020-05-22 0:00,안림한영,1081,29.4,4,1997,2500
11170,이촌동,2016-11-26 0:00,이촌동삼성리버스위트,426,180.82,1,2002,141000
27110,태평로3가,12/20/2018 0:00,지성하이츠,214-5,84.9125,7,2016,24800
41390,조남동,2019-08-17 0:00,호반베르디움 더 레이크,660,69.6297,18,2017,44200
45210,서암동,2023-01-11 0:00,위드,01월 17일,84.8624,8,2009,"20,000"
44210,갈산동,2020-01-02 0:00,세창리베하우스,192,84.7766,2,2002,7700
43760,괴산읍 서부리,2023-03-08 0:00,태광아파트,277-5,60,5,1998,"11,000"
41390,정왕동,2020-04-01 0:00,건영7,1867-1,84.93,1,2001,20900
41173,평촌동,2016-03-13 0:00,초원마을세경,896-2,49.68,20,1996,28400
46790,화순읍 일심리,2016-05-29 0:00,청전,670,59.99,9,1996,11100
11650,방배동,2017-01-14 0:00,방배브라운가,930-1,84.94,5,2006,75000
30200,봉명동,2016-07-14 0:00,노블레스타워,536-10,114.96,7,2006,16883
41135,이매동,2015-11-11 0:00,이매촌(금강),122,84.42,3,1992,55500
28245,효성동,11/15/2018 0:00,현대1,11월 21일,129.73,15,1991,32500
11620,봉천동,1/21/2018 0:00,서울대입구아이원 (1560-61),1560-61,84.89,13,2006,64000
41480,와동동,2/10/2020 0:00,가람마을1단지벽산한라(1308),1308,124.985,3,2010,38500
41210,광명동,2016-06-02 0:00,광명해모로이연,785,84.986,10,2011,46300
11545,시흥동,5/9/2018 0:00,삼익,13-May,114.48,17,1999,42600
47111,오천읍 문덕리,2022-07-01 0:00,성우천마타운2,267-1,59.93,4,1998,"5,300"
30170,탄방동,2016-11-07 0:00,공작한양,835,84.9,4,1992,22000
45140,부송동,2022-05-15 0:00,동신,1038,83.43,15,1993,"16,000"
41113,세류동,2021-03-12 0:00,수원센트럴타운2단지,1270,39.91,2,2015,32000
41281,행신동,2022-05-03 0:00,무원마을(삼보),771,109.98,13,1994,"71,500"
45113,진북동,6/12/2020 0:00,우성,416,59.78,9,1995,10400
45140,모현동2가,2020-06-30 0:00,배산제일오투그란데,675,84.7501,14,2014,31700
11305,수유동,2015-03-26 0:00,래미안수유,730,59.88,14,2001,29200
41463,상하동,2015-08-07 0:00,쌍용스윗닷홈(2단지),652,122.25,18,2004,29800
41117,매탄동,2017-10-21 0:00,주공그린빌1,1258,84.45,3,2002,32600
41590,안녕동,2018-02-10 0:00,태안성호2차,2,84.9884,1,2002,15600
11350,중계동,2015-10-27 0:00,건영3,360-15,84.9,8,1995,56000
44200,배방읍 공수리,2022-03-13 0:00,배방삼정그린코아,282,38.49,18,2012,"10,400"
45111,서서학동,2015-06-19 0:00,대아청산,978-6,59.97,7,1993,5950
41360,평내동,5/16/2020 0:00,평내마을중흥에스-클래스(1단지),599,82.3809,15,2005,26000
41610,태전동,6/5/2020 0:00,성원3,193,84.99,16,2000,27300
47190,구평동,2015-09-10 0:00,구미구평푸르지오,476,84.9289,10,2003,23000
28710,강화읍 갑곳리,2017-06-20 0:00,현대,667,59.99,2,1994,8500
11440,도화동,2015-06-12 0:00,삼성,550,136.65,13,1997,78500
11260,상봉동,2021-06-24,한일써너스빌,May-81,84.848,10,2003,"98,500"
26230,개금동,2017-02-17 0:00,개금주공2,53,66.56,11,1988,23000
28200,만수동,2019-11-12 0:00,만수주공5단지,17,49.94,3,1987,14300
42130,지정면 가곡리,2020-06-20 0:00,원주 롯데캐슬 더 퍼스트 1차,1537,59.9479,18,2018,21500
41465,상현동,2015-10-03 0:00,벽산블루밍,99,59.955,3,1998,29800
41113,호매실동,2019-04-18 0:00,호매실GS,377,84.92200000000003,9,1998,24800
48123,반림동,10/17/2019 0:00,노블파크,10,84.95,16,2007,43500
48220,미수동,2019-01-11 0:00,주공,454,51.66,2,1995,7000
41171,안양동,2015-11-19 0:00,진흥(97-3),Mar-97,79.37,3,1983,30000
41461,마평동,2019-09-17 0:00,푸른마을용인자이,957,84.915,2,2006,24000
41281,화정동,2016-04-11 0:00,옥빛마을(주공)17(에듀뷰),1135,84.79,2,1997,31100
43114,율량동,2016-09-19 0:00,신라(1292-0),1292,30.6,13,1995,3500
48170,호탄동,2019-10-28 0:00,대동디지털황토,579-1,84.6814,3,2003,18000
41135,정자동,2017-12-19 0:00,느티마을(3단지)(공무원),88,67.43,9,1994,74000
41281,관산동,11/30/2018 0:00,새서울,178-57,56.7,5,1988,13700
28185,선학동,2020-02-22 0:00,금호타운,350,101.88,13,1992,29000
27230,관음동,2022-08-09 0:00,칠곡서한맨션,1374,84.81,6,1992,"19,000"
11545,시흥동,2016-03-26 0:00,현대(220-2),220-2,49.14,5,1984,22200
41250,생연동,2015-10-25 0:00,동양아파트,251,59.94,3,1991,5800
41210,하안동,7/30/2018 0:00,주공2,681,45.77,1,1989,23000
41285,백석동,2016-08-15 0:00,흰돌마을(청구),1351,69.63,11,1995,32000
29140,광천동,2020-05-07 0:00,e편한세상,895,113.7384,2,2010,63700
43750,진천읍 성석리,2022-04-15 0:00,진천우림필유,976,59.9878,11,2016,"20,700"
42170,동회동,2022-10-06 0:00,"대동1,2차",442,45,14,1995,"6,400"
11650,반포동,2016-04-29 0:00,반포자이,20-43,194.515,17,2009,245000
41113,호매실동,2020-07-30 0:00,능실마을19단지 호매실스위첸,1394,59.9,9,2014,39500
11530,개봉동,2015-08-05 0:00,현대,481,84.99,22,2001,39800
26350,재송동,2017-02-21 0:00,남성선파크,1151-2,56.1,4,1988,11400
41220,서정동,2021-03-16 0:00,평택서정동롯데캐슬,1121,84.98,18,2010,38000
41117,영통동,2017-06-10 0:00,청명마을대우,956-2,99.87,3,1998,47900
41117,망포동,4/16/2018 0:00,동수원엘지빌리지1차,686,147.5852,2,2001,33000
44200,용화동,5/21/2019 0:00,온천마을기산,584,59.8,9,1999,12250
47290,사동,2022-03-23 0:00,부영1차,662-1,59.889,7,2001,"12,400"
30200,어은동,2020-08-29 0:00,한빛,99,84.93,3,1992,37200
41550,당왕동,2015-04-14 0:00,대우1,534,70.686,9,1993,16000
46230,광양읍 구산리,2019-01-30 0:00,덕진광양의봄,832-1,75.4833,9,2013,17797
41360,다산동,2016-11-25 0:00,"부영e그린4,5차",Jan-02,84.73200000000001,8,2000,37500
41570,고촌읍 신곡리,2017-05-11 0:00,수기마을힐스테이트2단지,1256,84.85,6,2008,40000
11500,마곡동,2020-03-14 0:00,마곡힐스테이트,725-1,84.89,6,2017,119500
30170,월평동,6/11/2018 0:00,황실타운,302,84.93,13,1994,23600
41273,원곡동,2/8/2019 0:00,한화꿈에그린,847,74.2317,19,2006,28000
41190,상동,3/6/2020 0:00,푸른마을(한라),551-2,59.99800000000001,3,2002,47000
41287,일산동,12/7/2019 0:00,후곡마을(청구),1101,134.87,10,1994,57000
45800,부안읍 봉덕리,2020-05-02 0:00,봉덕주공2단지,909,59.92,11,2003,12450
45111,효자동1가,2018-10-29 0:00,효자롯데,414,70.81,8,1990,15500
41570,구래동,2020-06-16 0:00,한강신도시 반도유보라5차,6873-19,104.3203,5,2018,45500
43750,광혜원면 광혜원리,2019-04-25 0:00,산호2차,Mar-73,25.68,11,1996,3000
41281,행신동,2017-12-04 0:00,소만마을9단지,793,43.76,8,1995,20450
31140,야음동,2019-08-03 0:00,쌍용스윗닷홈,789-105,84.97,7,2004,35700
30230,석봉동,2017-06-16 0:00,금강엑슬루타워,770,84.588,14,2012,23450
27230,관음동,2020-05-08 0:00,칠곡한양2,1370,41.265,4,1993,8550
11230,청량리동,2015-05-12 0:00,미주,235-1,102.15,2,1978,39000
27260,만촌동,2017-07-04 0:00,우방금탑,860,67.15,12,1986,24500
47111,대잠동,2022-12-27 0:00,포항자이아파트,1036,72.9547,2,2018,"29,000"
